geracao;media da geracao;fitness do melhor da geracao;fitness do pior da geracao;relacao entre melhor e pior;fitness do melhor da run
Probabilidade Recombinação: 0.7
Probabilidade Mutação: 0.049999999999999996
Tipo de Selecção: Torneio
Tipo de Mutação: Simples Al.
Tamanho População: 300
Máximo de Gerações: 15000
0;76.64;63.0;96.0;-33.0;63.0
0;67.64666666666666;58.0;77.0;-19.0;58.0
9;51.3;50.0;55.0;-5.0;50.0
19;43.05;42.0;46.0;-4.0;42.0
29;38.11666666666667;37.0;41.0;-4.0;37.0
39;34.06333333333333;34.0;37.0;-3.0;34.0
49;29.096666666666668;28.0;32.0;-4.0;28.0
59;26.05;26.0;29.0;-3.0;26.0
69;24.873333333333335;22.0;28.0;-6.0;22.0
79;21.126666666666665;21.0;24.0;-3.0;21.0
89;19.10333333333333;19.0;22.0;-3.0;19.0
99;19.016666666666666;18.0;22.0;-4.0;18.0
109;17.05;16.0;20.0;-4.0;16.0
119;15.196666666666667;15.0;18.0;-3.0;15.0
129;14.113333333333333;14.0;17.0;-3.0;14.0
139;14.123333333333333;14.0;17.0;-3.0;14.0
149;14.056666666666667;14.0;17.0;-3.0;14.0
159;14.153333333333334;14.0;17.0;-3.0;14.0
169;14.096666666666666;14.0;17.0;-3.0;14.0
179;14.126666666666667;14.0;17.0;-3.0;14.0
189;14.116666666666667;14.0;17.0;-3.0;14.0
199;14.14;14.0;17.0;-3.0;14.0
209;14.083333333333334;14.0;17.0;-3.0;14.0
219;14.123333333333333;14.0;17.0;-3.0;14.0
229;13.143333333333333;13.0;16.0;-3.0;13.0
239;13.093333333333334;13.0;16.0;-3.0;13.0
249;13.123333333333333;13.0;16.0;-3.0;13.0
259;13.1;13.0;16.0;-3.0;13.0
269;13.163333333333334;13.0;16.0;-3.0;13.0
279;13.186666666666667;13.0;16.0;-3.0;13.0
289;13.073333333333334;13.0;16.0;-3.0;13.0
299;13.09;13.0;16.0;-3.0;13.0
309;13.096666666666666;13.0;16.0;-3.0;13.0
319;13.103333333333333;13.0;16.0;-3.0;13.0
329;13.073333333333334;13.0;16.0;-3.0;13.0
339;13.173333333333334;13.0;16.0;-3.0;13.0
349;13.15;13.0;16.0;-3.0;13.0
359;13.08;13.0;16.0;-3.0;13.0
369;13.17;13.0;16.0;-3.0;13.0
379;13.1;13.0;16.0;-3.0;13.0
389;13.153333333333334;13.0;16.0;-3.0;13.0
399;13.11;13.0;16.0;-3.0;13.0
409;13.103333333333333;13.0;16.0;-3.0;13.0
419;13.086666666666666;13.0;16.0;-3.0;13.0
429;13.143333333333333;13.0;16.0;-3.0;13.0
439;13.073333333333334;13.0;16.0;-3.0;13.0
449;13.13;13.0;16.0;-3.0;13.0
459;13.096666666666666;13.0;16.0;-3.0;13.0
469;13.113333333333333;13.0;16.0;-3.0;13.0
479;13.093333333333334;13.0;16.0;-3.0;13.0
489;13.116666666666667;13.0;16.0;-3.0;13.0
499;13.116666666666667;13.0;16.0;-3.0;13.0
509;13.136666666666667;13.0;16.0;-3.0;13.0
519;13.126666666666667;13.0;16.0;-3.0;13.0
529;13.13;13.0;16.0;-3.0;13.0
539;13.1;13.0;16.0;-3.0;13.0
549;13.203333333333333;13.0;16.0;-3.0;13.0
559;13.126666666666667;13.0;16.0;-3.0;13.0
569;13.116666666666667;13.0;16.0;-3.0;13.0
579;13.1;13.0;16.0;-3.0;13.0
589;13.09;13.0;16.0;-3.0;13.0
599;13.076666666666666;13.0;16.0;-3.0;13.0
609;13.113333333333333;13.0;16.0;-3.0;13.0
619;13.146666666666667;13.0;16.0;-3.0;13.0
629;13.113333333333333;13.0;16.0;-3.0;13.0
639;13.103333333333333;13.0;16.0;-3.0;13.0
649;13.126666666666667;13.0;16.0;-3.0;13.0
659;13.093333333333334;13.0;16.0;-3.0;13.0
669;13.08;13.0;16.0;-3.0;13.0
679;13.1;13.0;16.0;-3.0;13.0
689;13.056666666666667;13.0;16.0;-3.0;13.0
699;13.126666666666667;13.0;16.0;-3.0;13.0
709;13.14;13.0;16.0;-3.0;13.0
719;13.09;13.0;16.0;-3.0;13.0
729;13.106666666666667;13.0;16.0;-3.0;13.0
739;13.126666666666667;13.0;16.0;-3.0;13.0
749;13.186666666666667;13.0;16.0;-3.0;13.0
759;13.116666666666667;13.0;16.0;-3.0;13.0
769;13.1;13.0;16.0;-3.0;13.0
779;13.156666666666666;13.0;16.0;-3.0;13.0
789;13.12;13.0;16.0;-3.0;13.0
799;13.093333333333334;13.0;16.0;-3.0;13.0
809;13.136666666666667;13.0;16.0;-3.0;13.0
819;13.083333333333334;13.0;16.0;-3.0;13.0
829;13.14;13.0;16.0;-3.0;13.0
839;13.123333333333333;13.0;16.0;-3.0;13.0
849;13.133333333333333;13.0;16.0;-3.0;13.0
859;13.11;13.0;16.0;-3.0;13.0
869;13.116666666666667;13.0;16.0;-3.0;13.0
879;13.106666666666667;13.0;16.0;-3.0;13.0
889;13.133333333333333;13.0;16.0;-3.0;13.0
899;13.08;13.0;16.0;-3.0;13.0
