geracao;media da geracao;fitness do melhor da geracao;fitness do pior da geracao;relacao entre melhor e pior;fitness do melhor da run
Probabilidade Recombinação: 0.7
Probabilidade Mutação: 0.049999999999999996
Tipo de Selecção: Torneio
Tipo de Mutação: Simples Al.
Tamanho População: 300
Máximo de Gerações: 15000
0;76.64;63.0;96.0;-33.0;63.0
0;67.65;58.0;77.0;-19.0;58.0
9;48.91;47.0;52.0;-5.0;47.0
19;42.906666666666666;40.0;46.0;-6.0;40.0
29;33.89333333333333;32.0;37.0;-5.0;32.0
39;31.046666666666667;31.0;34.0;-3.0;31.0
49;30.003333333333334;29.0;33.0;-4.0;29.0
59;27.04;26.0;30.0;-4.0;26.0
69;26.07;26.0;29.0;-3.0;26.0
79;25.106666666666666;25.0;28.0;-3.0;25.0
89;25.10333333333333;25.0;28.0;-3.0;25.0
99;25.08;25.0;28.0;-3.0;25.0
109;25.126666666666665;25.0;28.0;-3.0;25.0
119;24.016666666666666;24.0;26.0;-2.0;24.0
129;23.35333333333333;23.0;27.0;-4.0;23.0
139;21.086666666666666;21.0;24.0;-3.0;21.0
149;21.07;21.0;24.0;-3.0;21.0
159;21.12;21.0;24.0;-3.0;21.0
169;20.106666666666666;20.0;23.0;-3.0;20.0
179;20.093333333333334;20.0;23.0;-3.0;20.0
189;20.123333333333335;20.0;23.0;-3.0;20.0
199;20.133333333333333;20.0;23.0;-3.0;20.0
209;20.086666666666666;20.0;23.0;-3.0;20.0
219;20.086666666666666;20.0;23.0;-3.0;20.0
229;20.1;20.0;23.0;-3.0;20.0
239;20.08;20.0;23.0;-3.0;20.0
249;20.14666666666667;20.0;23.0;-3.0;20.0
259;20.096666666666668;20.0;23.0;-3.0;20.0
269;20.163333333333334;20.0;23.0;-3.0;20.0
279;20.15;20.0;23.0;-3.0;20.0
289;20.053333333333335;20.0;23.0;-3.0;20.0
299;20.10333333333333;20.0;23.0;-3.0;20.0
309;20.073333333333334;20.0;23.0;-3.0;20.0
319;20.096666666666668;20.0;23.0;-3.0;20.0
329;20.076666666666668;20.0;23.0;-3.0;20.0
339;20.163333333333334;20.0;23.0;-3.0;20.0
349;20.143333333333334;20.0;23.0;-3.0;20.0
359;20.07;20.0;23.0;-3.0;20.0
369;20.13;20.0;23.0;-3.0;20.0
379;19.076666666666668;19.0;22.0;-3.0;19.0
389;18.166666666666668;18.0;21.0;-3.0;18.0
399;18.096666666666668;18.0;21.0;-3.0;18.0
409;18.08;18.0;21.0;-3.0;18.0
419;18.083333333333332;18.0;21.0;-3.0;18.0
429;18.106666666666666;18.0;21.0;-3.0;18.0
439;18.063333333333333;18.0;21.0;-3.0;18.0
449;18.116666666666667;18.0;21.0;-3.0;18.0
459;18.096666666666668;18.0;21.0;-3.0;18.0
469;18.083333333333332;18.0;21.0;-3.0;18.0
479;18.10333333333333;18.0;21.0;-3.0;18.0
489;18.126666666666665;18.0;21.0;-3.0;18.0
499;18.10333333333333;18.0;21.0;-3.0;18.0
509;18.12;18.0;21.0;-3.0;18.0
519;18.11;18.0;21.0;-3.0;18.0
529;18.126666666666665;18.0;21.0;-3.0;18.0
539;18.063333333333333;18.0;21.0;-3.0;18.0
549;18.17;18.0;21.0;-3.0;18.0
559;18.1;18.0;21.0;-3.0;18.0
569;18.136666666666667;18.0;21.0;-3.0;18.0
579;18.153333333333332;18.0;21.0;-3.0;18.0
589;18.106666666666666;18.0;21.0;-3.0;18.0
599;18.06;18.0;21.0;-3.0;18.0
609;18.10333333333333;18.0;21.0;-3.0;18.0
619;18.163333333333334;18.0;21.0;-3.0;18.0
629;18.12;18.0;21.0;-3.0;18.0
639;18.10333333333333;18.0;21.0;-3.0;18.0
649;18.12;18.0;21.0;-3.0;18.0
659;18.083333333333332;18.0;21.0;-3.0;18.0
669;18.05666666666667;18.0;21.0;-3.0;18.0
679;17.116666666666667;17.0;20.0;-3.0;17.0
689;17.063333333333333;17.0;20.0;-3.0;17.0
699;16.153333333333332;16.0;19.0;-3.0;16.0
709;16.123333333333335;16.0;19.0;-3.0;16.0
719;16.106666666666666;16.0;19.0;-3.0;16.0
729;16.08;16.0;19.0;-3.0;16.0
739;16.133333333333333;16.0;19.0;-3.0;16.0
749;16.166666666666668;16.0;19.0;-3.0;16.0
759;16.14;16.0;19.0;-3.0;16.0
769;16.07;16.0;19.0;-3.0;16.0
779;16.173333333333332;16.0;19.0;-3.0;16.0
789;16.11;16.0;19.0;-3.0;16.0
799;16.133333333333333;16.0;19.0;-3.0;16.0
809;16.106666666666666;16.0;19.0;-3.0;16.0
819;16.05;16.0;19.0;-3.0;16.0
829;16.126666666666665;16.0;19.0;-3.0;16.0
839;16.113333333333333;16.0;19.0;-3.0;16.0
849;16.13;16.0;19.0;-3.0;16.0
859;16.12;16.0;19.0;-3.0;16.0
869;16.116666666666667;16.0;19.0;-3.0;16.0
879;16.113333333333333;16.0;19.0;-3.0;16.0
889;16.136666666666667;16.0;19.0;-3.0;16.0
899;16.076666666666668;16.0;19.0;-3.0;16.0
